,carat,cut,color,clarity,depth,table,price,x,y,z
2708,0.72,Ideal,E,VS2,60.9,56.0,3301,5.81,5.84,3.55
2709,0.71,Ideal,E,VS2,61.8,57.0,3301,5.69,5.74,3.53
2710,0.91,Good,H,VS2,56.9,61.0,3302,6.41,6.24,3.6
2711,1.08,Fair,J,SI2,64.9,60.0,3302,6.46,6.32,4.15
2712,0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79
2713,0.9,Premium,G,SI2,61.1,58.0,3303,6.18,6.22,3.79
2714,0.9,Good,I,VS2,63.8,55.0,3303,6.07,6.16,3.9
2715,0.9,Good,G,SI2,63.8,59.0,3303,6.02,6.05,3.85
2716,0.9,Good,I,VS2,63.7,61.0,3303,6.06,6.1,3.87
2717,0.9,Good,G,SI2,63.4,59.0,3303,6.04,6.08,3.84
2718,0.9,Very Good,G,SI2,59.2,57.0,3303,6.3,6.36,3.75
2719,0.9,Good,G,SI2,63.8,56.0,3303,6.13,6.16,3.92
2720,0.7,Ideal,G,VVS1,60.7,57.0,3303,5.73,5.76,3.49
2721,0.77,Ideal,E,VS2,61.0,56.0,3303,5.91,5.96,3.62
2722,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71
2723,0.71,Ideal,E,VS2,62.1,55.0,3304,5.72,5.75,3.56
2724,0.71,Ideal,E,VS2,62.0,56.0,3304,5.72,5.75,3.55
2725,0.72,Ideal,E,VS2,60.8,56.0,3304,5.81,5.84,3.54
2726,0.71,Ideal,E,VS2,62.5,56.0,3304,5.69,5.71,3.56
2727,0.76,Good,G,IF,64.6,61.0,3304,5.72,5.8,3.72
2728,1.0,Fair,D,SI2,64.8,60.0,3304,6.23,6.18,4.02
2729,1.0,Fair,G,SI1,65.8,55.0,3304,6.22,6.19,4.08
2730,1.0,Very Good,D,SI2,63.4,58.0,3304,6.33,6.3,4.01
2731,1.0,Good,D,SI2,64.0,54.0,3304,6.29,6.24,4.01
2732,0.82,Ideal,E,VS1,60.0,55.0,3306,6.18,6.08,3.68
2733,0.76,Ideal,D,VS2,61.8,57.0,3306,5.85,5.9,3.63
2734,0.76,Ideal,D,SI1,62.0,57.0,3306,5.88,5.92,3.66
2735,0.53,Very Good,D,VVS1,61.2,55.0,3307,5.21,5.26,3.21
2736,0.73,Very Good,E,VS2,61.5,58.0,3307,5.71,5.8,3.54
2737,0.9,Good,G,SI1,64.2,58.0,3307,6.01,6.04,3.87
2738,0.71,Ideal,G,VVS2,61.3,56.0,3307,5.75,5.77,3.53
2739,0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55
2740,0.9,Ideal,I,SI1,60.8,57.0,3308,6.22,6.25,3.79
2741,0.73,Premium,D,VS2,59.8,58.0,3308,5.85,5.89,3.51
2742,0.81,Very Good,F,SI1,62.2,56.0,3308,5.97,5.99,3.72
2743,0.77,Ideal,D,SI1,60.8,57.0,3309,5.9,5.94,3.6
2744,0.7,Ideal,H,IF,61.3,59.0,3309,5.69,5.72,3.5
2745,1.01,Very Good,I,SI2,63.2,58.0,3309,6.34,6.31,4.0
2746,0.31,Ideal,D,SI1,62.2,54.0,565,4.36,4.39,2.72
2747,0.31,Ideal,D,SI1,61.3,55.0,565,4.36,4.41,2.69
2748,0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57
2749,0.26,Premium,H,VVS2,59.8,61.0,565,4.18,4.15,2.49
2750,0.41,Good,J,VS2,64.0,59.0,565,4.64,4.71,2.99
2751,0.31,Ideal,G,VVS2,62.2,55.0,565,4.32,4.36,2.7
2752,0.3,Good,G,VS1,63.4,55.0,565,4.26,4.32,2.72
2753,0.3,Good,G,VS1,63.5,58.0,565,4.21,4.26,2.69
2754,0.3,Good,F,VS2,63.4,59.0,565,4.23,4.25,2.69
2755,0.3,Very Good,G,VS1,62.0,60.0,565,4.27,4.31,2.66
2756,0.3,Ideal,F,VS2,62.4,57.0,565,4.29,4.33,2.69
2757,0.3,Very Good,G,VS1,60.8,61.0,565,4.31,4.34,2.63
2758,0.27,Very Good,G,VVS1,60.1,58.0,566,4.21,4.23,2.53
2759,0.27,Very Good,G,VVS1,62.9,55.0,566,4.12,4.15,2.6
2760,0.27,Very Good,G,VVS1,62.5,56.0,566,4.14,4.16,2.59
2761,0.27,Very Good,G,VVS1,61.0,56.0,566,4.21,4.25,2.57
2762,0.27,Very Good,G,VVS1,62.9,55.0,566,4.13,4.15,2.6
2763,0.27,Ideal,G,VVS2,60.8,57.0,566,4.18,4.2,2.54
2764,0.38,Ideal,G,SI2,62.8,57.0,566,4.58,4.59,2.88
2765,0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58
2766,0.27,Ideal,G,IF,61.6,57.0,566,4.18,4.21,2.58
2767,0.35,Premium,H,SI2,61.6,58.0,566,4.54,4.49,2.78
2768,0.34,Premium,F,SI1,59.3,60.0,566,4.52,4.58,2.7
2769,0.34,Very Good,F,SI1,59.4,62.0,566,4.54,4.59,2.71
2770,0.34,Very Good,F,SI1,63.0,54.0,566,4.48,4.5,2.83
2771,0.34,Premium,F,SI1,59.8,58.0,566,4.53,4.57,2.72
2772,0.7,Good,F,VVS1,63.3,56.0,3310,5.64,5.7,3.59
2773,0.73,Ideal,E,VS2,61.5,56.0,3310,5.79,5.82,3.57
2774,0.62,Ideal,G,IF,61.8,56.0,3310,5.45,5.48,3.38
2775,0.76,Premium,H,VVS1,60.7,58.0,3311,5.9,5.93,3.59
2776,0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6
2777,0.73,Premium,E,VS1,61.2,58.0,3311,5.83,5.77,3.55
2778,0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69
2779,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66
2780,0.73,Premium,E,VS1,60.9,61.0,3311,5.81,5.79,3.53
2781,0.8,Premium,D,SI1,62.7,59.0,3312,5.89,5.85,3.68
2782,0.7,Good,D,VVS2,63.6,57.0,3312,5.61,5.58,3.56
2783,0.8,Premium,D,SI1,61.7,58.0,3312,5.96,5.93,3.67
2784,0.84,Good,G,VS2,63.6,59.0,3312,5.94,5.89,3.76
2785,0.96,Good,J,VS2,63.9,58.0,3312,6.27,6.21,3.99
2786,1.24,Ideal,I,SI2,62.5,57.0,3312,6.89,6.84,4.29
2787,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85
2788,0.74,Premium,E,VS1,61.2,58.0,3312,5.88,5.82,3.58
2789,0.7,Good,D,VVS2,63.7,55.0,3312,5.66,5.61,3.59
2790,0.9,Premium,D,SI2,61.0,61.0,3312,6.17,6.15,3.76
2791,1.24,Ideal,J,SI1,62.3,57.0,3312,6.86,6.81,4.26
2792,0.57,Ideal,F,VVS1,61.3,56.0,3313,5.37,5.4,3.3
2793,1.02,Premium,H,SI2,58.3,59.0,3313,6.61,6.57,3.84
2794,0.95,Very Good,J,VS2,63.5,56.0,3314,6.24,6.27,3.97
2795,0.74,Ideal,E,VS2,61.7,56.0,3315,5.86,5.81,3.6
2796,0.84,Good,G,VS1,63.6,57.0,3316,5.98,5.93,3.79
2797,0.71,Ideal,D,SI1,62.3,56.0,3316,5.72,5.7,3.56
2798,0.93,Premium,F,SI2,61.3,62.0,3317,6.26,6.17,3.81
2799,0.77,Very Good,E,VS1,62.0,56.0,3318,5.88,5.92,3.66
2800,0.9,Good,F,SI2,63.2,56.0,3318,6.15,6.2,3.9
2801,0.9,Good,F,SI2,63.2,58.0,3318,6.09,6.12,3.86
2802,0.79,Ideal,E,VS2,59.3,57.0,3318,6.06,6.02,3.58
2803,0.92,Premium,G,SI2,62.3,59.0,3318,6.2,6.15,3.85
2804,0.73,Ideal,D,VS2,61.8,54.0,3319,5.89,5.92,3.65
2805,0.7,Ideal,F,VS1,61.5,55.0,3319,5.73,5.75,3.53
2806,1.02,Ideal,G,I1,61.5,56.0,3321,6.46,6.49,3.98
2807,0.52,Ideal,D,VVS1,60.9,56.0,3321,5.2,5.24,3.18
2808,0.71,Ideal,D,VS2,62.1,56.0,3321,5.71,5.75,3.56
2809,0.71,Ideal,D,VS2,61.2,57.0,3321,5.73,5.77,3.52
2810,0.77,Ideal,F,SI1,61.5,55.0,3321,5.88,5.92,3.63
2811,1.06,Ideal,G,SI2,61.0,56.0,3321,6.62,6.56,4.02
2812,0.83,Very Good,F,SI1,61.9,58.0,3322,5.97,6.01,3.71
2813,0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
2814,0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73
2815,0.69,Very Good,G,VVS1,60.8,55.0,3323,5.74,5.77,3.5
2816,0.71,Very Good,F,VS2,63.0,54.0,3323,5.7,5.72,3.6
2817,0.74,Very Good,E,VS2,62.8,58.0,3323,5.73,5.76,3.61
2818,0.53,Ideal,E,VVS1,61.5,54.0,3323,5.23,5.25,3.22
2819,0.81,Fair,G,VVS2,64.8,56.2,3323,5.82,5.98,3.82
2820,0.92,Very Good,I,SI1,63.3,58.0,3323,6.18,6.14,3.9
2821,0.92,Ideal,I,SI1,61.8,57.0,3323,6.27,6.25,3.87
2822,0.91,Good,H,SI1,63.8,56.0,3323,6.09,6.04,3.87
2823,0.92,Fair,F,SI1,66.0,57.0,3323,6.04,5.99,3.97
2824,0.81,Good,D,SI1,64.1,54.0,3324,5.92,5.96,3.81
2825,0.9,Very Good,H,SI2,62.0,58.0,3324,6.11,6.12,3.79
2826,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
2827,0.7,Ideal,H,VVS2,61.0,56.0,3325,5.75,5.78,3.52
2828,0.7,Ideal,H,VVS2,60.9,56.0,3325,5.76,5.79,3.52
2829,0.78,Ideal,G,VS2,62.6,57.0,3325,5.87,5.91,3.69
2830,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9
2831,0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
2832,0.9,Fair,F,SI1,65.3,61.0,3326,6.0,5.95,3.9
2833,0.9,Premium,H,SI2,59.2,60.0,3326,6.3,6.24,3.71
2834,0.72,Ideal,G,VVS1,61.7,55.0,3326,5.8,5.77,3.57
2835,0.9,Premium,G,SI1,60.1,59.0,3326,6.25,6.2,3.74
2836,0.9,Premium,G,SI2,59.5,61.0,3326,6.33,6.28,3.75
2837,0.73,Ideal,E,VS1,62.8,57.0,3327,5.75,5.78,3.62
2838,0.79,Ideal,D,SI1,61.3,54.0,3328,5.96,6.01,3.67
2839,0.73,Ideal,E,VS2,62.2,56.0,3328,5.76,5.78,3.59
2840,0.74,Very Good,G,VVS1,63.2,56.0,3328,5.74,5.72,3.62
2841,0.82,Ideal,E,SI2,60.9,56.0,3328,6.06,6.12,3.71
2842,0.88,Ideal,I,SI1,61.7,56.0,3328,6.14,6.18,3.8
2843,1.27,Ideal,I,I1,62.3,56.0,3328,6.91,6.86,4.29
2844,0.72,Ideal,F,VS1,62.5,54.0,3330,5.73,5.76,3.59
2845,0.7,Ideal,E,SI1,61.9,56.0,3330,5.7,5.73,3.54
2846,0.7,Ideal,E,SI1,61.1,56.0,3330,5.75,5.78,3.52
2847,0.7,Ideal,E,SI1,61.6,56.0,3330,5.7,5.72,3.52
2848,0.71,Very Good,F,VVS2,63.6,56.0,3332,5.65,5.7,3.61
2849,0.71,Very Good,D,VS1,64.1,57.0,3332,5.64,5.66,3.62
2850,0.77,Ideal,H,VS2,60.9,56.0,3332,5.89,5.94,3.61
2851,0.71,Ideal,E,VS1,61.8,55.0,3332,5.72,5.77,3.55
2852,0.9,Fair,E,SI1,65.0,61.0,3332,6.05,6.02,3.92
2853,0.9,Good,E,SI1,63.8,61.0,3332,6.08,6.05,3.87
2854,0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88
2855,0.98,Fair,G,SI2,66.6,56.0,3332,6.12,6.02,4.04
2856,0.6,Very Good,F,VVS1,61.2,58.0,3333,5.42,5.46,3.33
2857,0.71,Very Good,D,VS1,62.5,58.0,3333,5.68,5.71,3.56
2858,0.93,Premium,F,SI2,60.0,60.0,3333,6.36,6.31,3.8
2859,0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69
2860,0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69
2861,0.78,Very Good,E,VS2,61.7,58.0,3334,5.9,5.93,3.65
2862,0.78,Ideal,E,VS2,62.0,55.0,3334,5.89,5.95,3.67
2863,0.72,Ideal,H,VVS2,61.6,56.0,3334,5.75,5.77,3.55
2864,0.95,Very Good,H,SI2,59.0,59.0,3335,6.38,6.51,3.77
2865,0.92,Good,D,SI2,57.8,63.0,3335,6.36,6.4,3.69
2866,0.7,Ideal,D,VS1,62.0,57.0,3335,5.69,5.76,3.55
2867,0.94,Premium,H,SI2,61.9,57.0,3335,6.29,6.21,3.87
2868,0.64,Ideal,F,VVS2,61.0,56.0,3336,5.55,5.59,3.4
2869,0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
2870,0.75,Ideal,F,SI1,61.5,55.0,3336,5.88,5.9,3.62
2871,0.75,Ideal,F,SI1,61.8,56.0,3336,5.84,5.87,3.62
2872,1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99
2873,0.61,Very Good,E,IF,61.7,58.0,3337,5.39,5.47,3.35
2874,0.99,Fair,I,SI1,60.7,66.0,3337,6.42,6.34,3.87
2875,1.01,Premium,D,SI2,58.9,59.0,3337,6.54,6.49,3.84
2876,0.72,Very Good,F,VVS2,63.4,56.0,3338,5.68,5.71,3.61
2877,0.9,Very Good,I,VS2,62.0,63.0,3338,6.13,6.03,3.77
2878,0.9,Premium,I,VS2,61.2,62.0,3338,6.19,6.13,3.77
2879,0.81,Ideal,E,SI1,61.3,57.0,3338,6.08,6.03,3.71
2880,0.9,Ideal,G,SI2,62.5,55.0,3338,6.21,6.15,3.86
2881,0.71,Very Good,E,VVS2,63.4,58.0,3340,5.64,5.69,3.59
2882,0.91,Good,G,SI2,63.6,59.0,3340,6.11,6.15,3.9
2883,0.91,Very Good,I,VS2,63.0,58.0,3340,6.07,6.15,3.85
2884,0.91,Good,G,SI2,63.2,61.0,3340,6.01,6.27,3.88
2885,0.92,Good,F,SI2,64.2,58.0,3340,6.11,6.14,3.93
2886,0.91,Good,G,SI2,63.3,57.0,3340,6.08,6.12,3.86
2887,0.74,Ideal,F,VS1,62.0,54.8,3340,5.81,5.83,3.61
2888,1.02,Good,I,SI2,57.1,62.0,3342,6.66,6.58,3.78
2889,0.71,Ideal,E,VS2,61.1,56.0,3342,5.77,5.79,3.53
2890,0.73,Ideal,G,VS1,62.0,55.0,3342,5.74,5.79,3.58
2891,0.73,Ideal,G,VS1,60.8,58.0,3342,5.81,5.87,3.55
2892,0.9,Very Good,E,SI2,63.4,60.0,3342,6.07,6.02,3.83
2893,0.9,Fair,E,SI2,64.5,57.0,3342,6.13,6.09,3.94
2894,0.78,Premium,F,VS1,60.6,57.0,3342,6.0,5.95,3.62
2895,0.78,Ideal,G,VS2,61.1,56.0,3343,5.89,5.96,3.62
2896,0.77,Premium,F,VS1,62.1,60.0,3343,5.82,5.77,3.6
2897,0.57,Ideal,F,VVS1,61.3,56.0,3343,5.4,5.37,3.3
2898,0.71,Very Good,E,VS2,62.5,58.0,3344,5.69,5.73,3.57
2899,1.0,Premium,F,I1,62.4,59.0,3344,6.34,6.38,3.97
2900,0.91,Good,G,SI1,64.3,60.0,3344,6.04,6.12,3.91
2901,0.72,Ideal,G,VS2,61.7,55.0,3344,5.72,5.79,3.55
2902,0.92,Very Good,I,SI1,63.7,58.0,3345,6.12,6.18,3.92
2903,0.7,Ideal,E,VS1,62.3,54.0,3345,5.67,5.71,3.54
2904,0.78,Ideal,E,SI1,61.6,56.0,3345,5.94,6.0,3.68
2905,0.77,Ideal,D,SI1,62.5,56.0,3345,5.86,5.91,3.68
2906,0.97,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78
2907,0.53,Ideal,D,VVS2,61.6,56.0,3346,5.21,5.24,3.22
2908,0.73,Ideal,D,VS2,61.5,57.0,3346,5.81,5.83,3.58
2909,0.71,Ideal,E,VS1,62.3,56.0,3346,5.69,5.74,3.56
2910,0.91,Premium,F,SI2,63.0,59.0,3346,6.17,6.12,3.87
2911,0.91,Premium,F,SI2,62.9,57.0,3346,6.16,6.11,3.86
2912,0.71,Premium,F,VVS1,58.1,58.0,3347,5.92,5.88,3.43
2913,0.83,Premium,D,SI1,62.2,60.0,3347,6.01,5.98,3.73
2914,0.7,Premium,F,VVS1,61.8,60.0,3348,5.67,5.63,3.49
2915,0.7,Ideal,F,VVS1,62.2,55.0,3348,5.69,5.66,3.53
2916,0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76
2917,1.0,Fair,I,SI2,65.8,58.0,3348,6.23,6.27,4.11
2918,1.01,Premium,G,I1,59.4,61.0,3348,6.51,6.45,3.85
2919,1.01,Good,I,SI2,64.1,58.0,3349,6.26,6.31,4.03
2920,0.91,Good,D,SI2,64.1,62.0,3349,6.06,6.01,3.87
2921,0.71,Premium,H,IF,62.9,60.0,3349,5.74,5.67,3.59
2922,0.77,Very Good,F,VS1,62.8,58.0,3350,5.79,5.86,3.66
2923,0.9,Very Good,G,SI2,63.5,57.0,3350,6.09,6.13,3.88
2924,0.9,Good,G,SI2,58.5,61.0,3350,6.28,6.33,3.69
2925,0.94,Very Good,G,SI2,62.3,59.0,3351,6.2,6.26,3.88
2926,0.63,Ideal,F,VVS2,61.2,56.0,3351,5.53,5.55,3.39
2927,0.76,Ideal,D,VS2,60.2,56.0,3352,5.92,5.95,3.57
2928,0.72,Ideal,G,VVS2,61.3,56.0,3352,5.76,5.8,3.54
2929,0.72,Ideal,G,VVS2,62.0,55.0,3352,5.72,5.76,3.56
2930,0.72,Ideal,G,VVS2,61.2,57.0,3352,5.76,5.77,3.53
2931,0.53,Ideal,E,VVS1,61.5,54.0,3352,5.25,5.23,3.22
2932,1.05,Premium,H,SI2,62.8,56.0,3352,6.54,6.47,4.08
2933,1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05
2934,0.74,Premium,D,VS2,59.3,60.0,3353,5.89,5.91,3.5
2935,0.73,Very Good,E,VS1,62.1,60.0,3353,5.71,5.79,3.57
2936,0.9,Very Good,G,SI2,63.1,59.0,3353,6.11,6.16,3.87
2937,0.76,Ideal,D,VS1,61.1,54.0,3353,5.86,5.89,3.59
2938,0.9,Good,I,VS2,58.5,66.0,3353,6.23,6.25,3.65
2939,0.9,Good,G,SI2,61.3,60.0,3353,6.13,6.2,3.78
2940,0.94,Fair,H,SI2,66.0,50.1,3353,6.13,6.17,4.06
2941,0.81,Ideal,D,SI1,61.9,57.0,3353,6.01,5.97,3.71
2942,0.71,Very Good,F,VVS2,62.1,60.0,3354,5.69,5.72,3.54
2943,1.07,Good,F,I1,64.3,59.0,3354,6.37,6.42,4.11
2944,0.7,Ideal,G,VVS1,61.9,58.0,3354,5.67,5.74,3.53
2945,0.71,Ideal,E,VS1,62.4,57.0,3354,5.67,5.71,3.55
2946,0.71,Ideal,H,IF,63.0,57.0,3354,5.68,5.72,3.59
2947,0.81,Ideal,I,VS2,61.4,55.0,3355,6.03,6.06,3.71
2948,0.96,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92
2949,1.28,Ideal,H,I1,61.9,56.0,3355,6.95,6.91,4.29
2950,0.8,Premium,E,SI1,61.5,58.0,3356,5.93,5.97,3.66
2951,0.89,Very Good,F,SI2,60.2,60.0,3356,6.18,6.21,3.73
2952,0.77,Premium,F,VS1,62.7,58.0,3357,5.82,5.88,3.67
2953,0.77,Ideal,F,VS1,62.5,57.0,3357,5.88,5.9,3.68
2954,0.8,Ideal,I,IF,62.4,58.0,3357,5.9,5.96,3.7
2955,0.9,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88
2956,0.82,Ideal,D,SI2,62.1,57.0,3357,6.04,6.0,3.74
2957,0.91,Good,D,SI1,64.0,59.0,3357,6.13,6.02,3.89
2958,0.74,Premium,E,VS1,62.8,59.0,3357,5.76,5.68,3.59
2959,0.74,Very Good,E,VS1,63.4,55.0,3357,5.78,5.76,3.66
2960,0.9,Very Good,J,VS1,60.4,58.0,3358,6.22,6.27,3.77
2961,0.7,Very Good,E,VS1,60.7,57.0,3358,5.72,5.75,3.48
2962,0.93,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94
2963,0.7,Ideal,F,VS1,60.3,57.0,3359,5.74,5.79,3.47
2964,0.93,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85
2965,0.78,Premium,E,VS1,60.9,57.0,3360,5.94,5.88,3.59
2966,0.7,Ideal,D,VS2,61.4,55.0,3360,5.71,5.75,3.52
2967,0.71,Ideal,E,SI1,61.9,55.0,3360,5.74,5.77,3.56
2968,1.01,Premium,I,SI2,61.5,62.0,3360,6.41,6.37,3.93
2969,1.0,Premium,H,SI2,59.4,60.0,3360,6.55,6.49,3.87
2970,1.0,Good,I,SI1,64.3,57.0,3360,6.29,6.25,4.03
2971,1.0,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8
2972,1.0,Ideal,E,I1,63.0,57.0,3360,6.35,6.32,3.99
2973,1.0,Premium,H,SI2,59.8,61.0,3360,6.24,6.17,3.71
2974,1.0,Premium,I,SI1,62.2,62.0,3360,6.39,6.33,3.96
2975,1.0,Very Good,I,SI1,59.3,63.0,3360,6.52,6.47,3.85
2976,0.82,Ideal,F,SI1,62.1,56.0,3361,6.04,6.0,3.74
2977,0.78,Ideal,F,SI1,61.3,56.0,3362,5.92,6.0,3.64
2978,0.91,Premium,G,SI2,61.3,60.0,3363,6.2,6.17,3.79
2979,0.76,Ideal,H,VVS1,62.1,56.0,3363,5.81,5.89,3.63
2980,0.82,Good,F,VS2,60.9,62.2,3363,5.97,6.04,3.66
2981,0.91,Ideal,H,SI2,60.3,57.0,3363,6.31,6.27,3.79
2982,0.91,Premium,H,SI2,62.7,58.0,3363,6.17,6.14,3.86
2983,0.91,Good,F,SI1,64.0,57.0,3363,6.17,6.08,3.92
2984,0.91,Premium,H,SI2,62.9,59.0,3363,6.15,6.12,3.86
2985,0.7,Premium,D,VS1,62.5,59.0,3365,5.69,5.64,3.54
2986,0.75,Very Good,E,VS2,62.3,56.0,3365,5.79,5.84,3.62
2987,0.95,Very Good,J,VS1,62.4,57.0,3365,6.25,6.29,3.91
2988,0.8,Good,E,VS2,63.3,59.0,3365,5.82,5.87,3.7
2989,0.74,Premium,D,VS1,62.7,56.0,3365,5.8,5.77,3.63
2990,0.71,Very Good,D,VS2,61.9,59.0,3366,5.68,5.72,3.53
2991,1.13,Ideal,F,I1,61.2,56.0,3366,6.76,6.71,4.12
2992,0.9,Very Good,F,SI2,62.4,57.0,3368,6.11,6.16,3.83
2993,0.9,Very Good,F,SI2,63.0,56.0,3368,6.09,6.16,3.86
2994,0.9,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85
2995,0.8,Premium,F,VS2,62.0,61.0,3369,5.99,5.91,3.69
2996,0.69,Good,D,VVS2,61.5,61.0,3369,5.61,5.65,3.46
2997,0.8,Very Good,F,VS2,63.2,55.0,3369,5.9,5.88,3.72
2998,0.8,Ideal,F,VS2,62.7,54.0,3369,5.95,5.91,3.72
2999,0.73,Premium,E,VS1,61.2,58.0,3370,5.77,5.83,3.55
3000,0.73,Ideal,E,VS1,62.3,56.0,3370,5.75,5.8,3.6
3001,0.73,Very Good,E,VS1,60.9,61.0,3370,5.79,5.81,3.53
3002,0.7,Ideal,E,VS2,61.1,56.0,3370,5.76,5.81,3.53
3003,0.9,Very Good,D,SI2,58.1,60.0,3371,6.24,6.26,3.63
3004,0.9,Very Good,D,SI2,61.0,61.0,3371,6.15,6.17,3.76
3005,0.71,Ideal,H,VVS2,61.7,57.0,3371,5.68,5.73,3.53
3006,0.9,Premium,H,SI2,58.3,60.0,3371,6.34,6.31,3.69
3007,0.86,Premium,F,SI1,62.6,58.0,3372,6.01,6.06,3.78
3008,0.87,Ideal,H,VS2,62.3,57.0,3372,6.08,6.12,3.8
3009,0.76,Ideal,G,VS1,61.6,56.0,3372,5.82,5.87,3.6
3010,0.71,Ideal,D,VS2,62.4,56.0,3372,5.74,5.7,3.57
3011,0.82,Very Good,E,SI1,62.0,60.0,3373,5.96,6.0,3.71
3012,0.52,Ideal,D,VVS1,62.1,54.0,3373,5.15,5.18,3.21
3013,0.81,Ideal,E,SI1,61.5,56.0,3373,6.01,6.03,3.7
3014,0.72,Very Good,E,VVS2,59.3,60.0,3374,5.87,5.83,3.47
3015,0.74,Ideal,E,VS2,61.7,56.0,3374,5.81,5.86,3.6
3016,0.7,Very Good,D,VS1,62.8,58.0,3375,5.65,5.68,3.56
3017,0.72,Very Good,D,VS1,64.1,57.0,3375,5.68,5.71,3.65
3018,0.9,Fair,H,VS2,65.6,55.0,3375,6.01,5.97,3.93
3019,1.23,Premium,F,I1,60.8,59.0,3375,6.96,6.91,4.22
3020,0.93,Good,F,SI2,61.3,62.0,3376,6.17,6.26,3.81
3021,0.7,Ideal,E,VS2,61.0,56.0,3376,5.76,5.79,3.52
3022,0.71,Ideal,E,SI1,61.7,55.0,3376,5.73,5.77,3.55
3023,0.91,Premium,G,SI2,60.4,61.0,3376,6.28,6.21,3.77
3024,1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0
3025,0.92,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85
3026,0.9,Premium,G,SI2,58.3,60.0,3377,6.39,6.33,3.71
3027,0.7,Premium,E,VVS2,60.6,60.0,3377,5.74,5.72,3.47
3028,0.9,Premium,H,SI1,62.0,55.0,3377,6.21,6.17,3.84
3029,0.9,Premium,I,SI1,63.0,60.0,3377,6.08,5.99,3.8
3030,0.5,Good,D,IF,63.2,59.0,3378,4.99,5.04,3.17
3031,0.5,Very Good,D,IF,62.9,59.0,3378,4.99,5.09,3.17
3032,1.03,Premium,J,SI2,62.0,58.0,3378,6.47,6.52,4.03
3033,0.62,Ideal,G,IF,60.3,57.0,3378,5.54,5.61,3.35
3034,0.91,Very Good,E,SI2,63.4,58.0,3379,6.15,6.09,3.88
3035,0.91,Premium,E,SI2,58.5,60.0,3379,6.34,6.31,3.7
3036,0.91,Premium,E,SI2,60.0,60.0,3379,6.28,6.23,3.75
3037,0.82,Ideal,E,SI1,62.1,54.0,3380,5.98,6.03,3.73
3038,0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4
3039,0.71,Premium,E,VVS2,59.0,59.0,3380,5.88,5.82,3.45
3040,0.8,Very Good,G,VS1,63.5,57.0,3381,5.87,5.91,3.74
3041,0.71,Ideal,E,VS2,61.6,56.0,3381,5.71,5.75,3.53
3042,0.92,Good,I,SI1,63.3,58.0,3382,6.14,6.18,3.9
3043,0.6,Ideal,D,VVS2,61.9,55.0,3382,5.41,5.45,3.36
3044,0.3,Very Good,I,SI1,61.2,58.0,405,4.28,4.31,2.63
3045,0.31,Very Good,I,VS2,59.3,59.0,406,4.38,4.42,2.61
3046,0.3,Very Good,I,VS2,62.7,56.0,407,4.27,4.28,2.68
3047,0.3,Very Good,I,VS2,60.7,56.0,407,4.32,4.34,2.63
3048,0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51
3049,0.25,Very Good,G,VS2,63.0,54.0,407,4.04,4.06,2.55
3050,0.27,Very Good,E,VS1,63.8,60.0,407,4.03,4.09,2.59
3051,0.27,Very Good,E,SI1,61.2,57.0,407,4.2,4.23,2.58
3052,0.3,Ideal,I,VS2,62.3,56.0,407,4.28,4.29,2.67
